customer_id,first_name,last_name,email,country,signup_date,acquisition_channel,plan_type,age,is_active
308,Marie,Hoffmann,marie.hoffmann308@email.com,UK,2022-03-16,google_ads,free,59,False
309,Sarah,Koch,sarah.koch309@email.com,Switzerland,2023-04-18,referral,basic,45,True
310,Mia,Jones,mia.jones310@email.com,Netherlands,2022-01-30,tiktok_ads,free,37,True
311,Sarah,Richter,sarah.richter311@email.com,UK,2022-01-22,organic,free,62,False
312,Max,Becker,max.becker312@email.com,Germany,2022-05-03,organic,basic,48,True
313,Ben,Bauer,ben.bauer313@email.com,UK,2022-03-10,referral,premium,48,True
314,Daniel,Wilson,daniel.wilson314@email.com,USA,2023-08-27,organic,premium,18,True
315,Sophie,Smith,sophie.smith315@email.com,Germany,2022-08-11,email,premium,20,True
316,Paul,Taylor,paul.taylor316@email.com,USA,2023-06-01,organic,premium,33,True
317,Ben,Becker,ben.becker317@email.com,Germany,2022-02-19,email,basic,52,True
318,Nina,Martin,nina.martin318@email.com,Germany,2023-04-29,tiktok_ads,basic,36,True
319,Noah,Schwarz,noah.schwarz319@email.com,UK,2024-05-31,email,premium,46,True
320,Paul,Martin,paul.martin320@email.com,Netherlands,2022-09-12,facebook_ads,premium,46,True
321,Luis,Weber,luis.weber321@email.com,France,2023-08-05,email,premium,41,True
322,Daniel,Wolf,daniel.wolf322@email.com,UK,2023-07-11,facebook_ads,premium,60,True
323,Sophie,Wilson,sophie.wilson323@email.com,France,2024-08-18,referral,basic,32,True
324,Stefan,Johnson,stefan.johnson324@email.com,USA,2023-03-08,google_ads,basic,38,True
325,Oliver,Wilson,oliver.wilson325@email.com,UK,2023-09-06,organic,basic,37,True
326,Oliver,Becker,oliver.becker326@email.com,Switzerland,2024-11-26,organic,premium,44,True
327,Julia,Klein,julia.klein327@email.com,USA,2023-05-28,google_ads,premium,41,True
328,Emma,Wolf,emma.wolf328@email.com,Switzerland,2024-07-11,organic,free,48,False
329,Thomas,Schwarz,thomas.schwarz329@email.com,France,2023-12-20,facebook_ads,free,34,False
330,Finn,Schulz,finn.schulz330@email.com,USA,2023-07-26,facebook_ads,basic,60,True
331,Lena,Schmidt,lena.schmidt331@email.com,Germany,2024-07-23,referral,premium,24,True
332,Simon,Schmidt,simon.schmidt332@email.com,USA,2023-09-29,email,free,25,True
333,Nina,Taylor,nina.taylor333@email.com,Austria,2022-06-04,google_ads,basic,38,True
334,Julia,Taylor,julia.taylor334@email.com,Germany,2022-10-08,referral,basic,51,True
335,Anna,Schröder,anna.schröder335@email.com,UK,2024-11-10,organic,premium,22,True
336,Thomas,Wolf,thomas.wolf336@email.com,France,2023-07-15,organic,free,51,False
337,Hannah,Jones,hannah.jones337@email.com,Netherlands,2023-11-20,tiktok_ads,basic,37,True
338,Ben,Wilson,ben.wilson338@email.com,USA,2024-09-20,email,basic,45,True
339,Max,Thompson,max.thompson339@email.com,Germany,2024-03-04,influencer,free,27,True
340,Nina,Schmidt,nina.schmidt340@email.com,UK,2024-01-17,tiktok_ads,basic,40,True
341,Anna,Brown,anna.brown341@email.com,USA,2024-09-09,referral,premium,53,True
342,Max,Brown,max.brown342@email.com,USA,2023-03-22,referral,basic,59,True
343,Julia,Taylor,julia.taylor343@email.com,UK,2023-07-22,google_ads,free,61,True
344,Felix,Thompson,felix.thompson344@email.com,UK,2024-10-11,email,basic,62,True
345,Nina,Taylor,nina.taylor345@email.com,Germany,2022-02-05,referral,premium,25,True
346,Daniel,Weber,daniel.weber346@email.com,USA,2022-10-31,organic,free,38,True
347,Lena,Hoffmann,lena.hoffmann347@email.com,USA,2023-05-04,organic,premium,62,True
348,Sarah,Wilson,sarah.wilson348@email.com,UK,2024-03-17,facebook_ads,basic,57,True
349,Laura,Taylor,laura.taylor349@email.com,Austria,2023-02-26,organic,basic,50,True
350,Mia,Martin,mia.martin350@email.com,Netherlands,2023-02-15,referral,free,56,True
351,Elias,Koch,elias.koch351@email.com,Switzerland,2024-06-25,email,basic,46,True
352,Oliver,Garcia,oliver.garcia352@email.com,USA,2023-11-13,referral,basic,54,True
353,Noah,Taylor,noah.taylor353@email.com,Switzerland,2022-03-01,referral,premium,28,True
354,Anna,Smith,anna.smith354@email.com,USA,2022-02-11,tiktok_ads,basic,47,True
355,Julia,Thompson,julia.thompson355@email.com,UK,2023-03-16,email,premium,18,True
356,Luis,Smith,luis.smith356@email.com,Austria,2024-11-07,organic,basic,55,True
357,Lena,Garcia,lena.garcia357@email.com,Netherlands,2023-06-11,facebook_ads,basic,62,True
358,Nina,Martin,nina.martin358@email.com,UK,2024-03-20,facebook_ads,basic,26,True
359,Julia,Schulz,julia.schulz359@email.com,Germany,2024-11-22,email,basic,54,True
360,Mia,Hoffmann,mia.hoffmann360@email.com,Austria,2024-08-10,referral,free,55,False
361,Daniel,Martin,daniel.martin361@email.com,Germany,2024-03-08,organic,basic,34,True
362,Simon,Thompson,simon.thompson362@email.com,Switzerland,2023-09-03,referral,premium,49,True
363,Emma,Brown,emma.brown363@email.com,France,2024-11-22,tiktok_ads,basic,61,True
364,Mia,Thompson,mia.thompson364@email.com,USA,2024-02-09,tiktok_ads,premium,59,True
365,Daniel,Thompson,daniel.thompson365@email.com,USA,2024-09-27,organic,premium,27,True
366,Simon,Richter,simon.richter366@email.com,Germany,2023-05-19,google_ads,free,65,False
367,Elias,Thompson,elias.thompson367@email.com,France,2024-08-28,facebook_ads,free,33,True
368,Lukas,Schwarz,lukas.schwarz368@email.com,Germany,2024-04-23,organic,premium,53,True
369,Emma,Müller,emma.müller369@email.com,Germany,2024-07-28,referral,basic,51,True
370,Thomas,Johnson,thomas.johnson370@email.com,Germany,2022-12-19,organic,basic,29,True
371,Marie,Smith,marie.smith371@email.com,UK,2023-06-26,google_ads,free,19,True
372,Simon,Brown,simon.brown372@email.com,Netherlands,2024-11-16,tiktok_ads,premium,48,True
373,Paul,Schulz,paul.schulz373@email.com,Germany,2022-02-04,referral,basic,38,True
374,Mia,Schmidt,mia.schmidt374@email.com,USA,2024-09-09,facebook_ads,premium,20,True
375,Noah,Wolf,noah.wolf375@email.com,Netherlands,2024-08-10,tiktok_ads,free,23,True
376,Leon,Smith,leon.smith376@email.com,Austria,2023-08-23,influencer,basic,22,True
377,Nina,Klein,nina.klein377@email.com,UK,2024-07-29,organic,basic,21,True
378,Hannah,Wolf,hannah.wolf378@email.com,USA,2023-08-01,facebook_ads,basic,34,True
379,Nina,Weber,nina.weber379@email.com,Germany,2024-08-27,facebook_ads,premium,19,True
380,Emma,Schmidt,emma.schmidt380@email.com,USA,2024-11-05,facebook_ads,basic,44,True
381,Mia,Schröder,mia.schröder381@email.com,Netherlands,2024-06-19,google_ads,premium,19,True
382,Thomas,Martin,thomas.martin382@email.com,Netherlands,2023-12-10,facebook_ads,basic,59,True
383,Jan,Schulz,jan.schulz383@email.com,Germany,2023-07-18,google_ads,premium,20,True
384,Ben,Schröder,ben.schröder384@email.com,Austria,2022-11-17,organic,premium,61,True
385,Thomas,Wolf,thomas.wolf385@email.com,Switzerland,2023-10-15,facebook_ads,premium,32,True
386,Luis,Johnson,luis.johnson386@email.com,USA,2023-05-08,facebook_ads,basic,45,True
387,Lisa,Garcia,lisa.garcia387@email.com,Netherlands,2023-06-06,email,basic,61,True
388,Ben,Martin,ben.martin388@email.com,USA,2024-06-29,referral,premium,22,True
389,Stefan,Richter,stefan.richter389@email.com,Germany,2022-09-15,facebook_ads,premium,29,True
390,Sophie,Müller,sophie.müller390@email.com,France,2023-08-02,google_ads,free,38,True
391,Elias,Müller,elias.müller391@email.com,USA,2022-01-16,google_ads,premium,44,True
392,Leon,Klein,leon.klein392@email.com,USA,2023-06-29,email,basic,51,True
393,Oliver,Schulz,oliver.schulz393@email.com,UK,2022-02-21,tiktok_ads,premium,31,True
394,Anna,Bauer,anna.bauer394@email.com,Switzerland,2023-07-31,tiktok_ads,premium,42,True
395,Sophie,Schröder,sophie.schröder395@email.com,Germany,2023-07-10,google_ads,basic,20,True
396,Thomas,Smith,thomas.smith396@email.com,Switzerland,2022-06-13,influencer,basic,37,True
397,Laura,Weber,laura.weber397@email.com,UK,2024-12-05,google_ads,basic,19,True
398,Lena,Wolf,lena.wolf398@email.com,Switzerland,2022-09-24,facebook_ads,premium,42,True
399,Sarah,Müller,sarah.müller399@email.com,Germany,2023-12-29,organic,basic,26,True
400,Lena,Weber,lena.weber400@email.com,USA,2022-08-30,referral,basic,52,True
401,Ben,Neumann,ben.neumann401@email.com,UK,2024-07-31,organic,free,61,True
402,Elias,Garcia,elias.garcia402@email.com,UK,2023-03-27,google_ads,basic,50,True
403,Finn,Klein,finn.klein403@email.com,USA,2024-04-17,email,basic,44,True
404,Stefan,Brown,stefan.brown404@email.com,USA,2024-01-19,organic,basic,24,True
405,Oliver,Martin,oliver.martin405@email.com,France,2024-09-23,google_ads,free,37,True
406,Paul,Wolf,paul.wolf406@email.com,Netherlands,2023-10-26,facebook_ads,basic,54,True
407,Nina,Schulz,nina.schulz407@email.com,Netherlands,2022-04-05,facebook_ads,basic,65,True
408,Max,Fischer,max.fischer408@email.com,USA,2024-09-11,referral,premium,51,True
409,Finn,Weber,finn.weber409@email.com,USA,2022-05-17,google_ads,premium,30,True
410,Laura,Garcia,laura.garcia410@email.com,USA,2023-06-01,influencer,basic,51,True
411,Max,Taylor,max.taylor411@email.com,USA,2024-11-06,referral,free,49,False
412,Lisa,Jones,lisa.jones412@email.com,Germany,2022-11-06,referral,basic,64,True
413,Thomas,Martin,thomas.martin413@email.com,UK,2022-04-13,facebook_ads,free,44,False
414,Noah,Thompson,noah.thompson414@email.com,Austria,2022-07-08,facebook_ads,basic,45,True
415,Simon,Koch,simon.koch415@email.com,Germany,2022-04-12,referral,basic,33,True
416,Elias,Garcia,elias.garcia416@email.com,USA,2024-11-03,tiktok_ads,premium,24,True
417,Mia,Schulz,mia.schulz417@email.com,UK,2023-01-09,email,premium,18,True
418,Lisa,Neumann,lisa.neumann418@email.com,Germany,2024-06-09,google_ads,free,36,False
419,Jan,Fischer,jan.fischer419@email.com,Germany,2022-08-19,referral,premium,43,True
420,Anna,Neumann,anna.neumann420@email.com,Germany,2024-05-07,referral,free,51,True
421,Marie,Schwarz,marie.schwarz421@email.com,Netherlands,2022-05-05,google_ads,free,61,True
422,Julia,Koch,julia.koch422@email.com,France,2023-07-09,organic,basic,29,True
423,Ben,Neumann,ben.neumann423@email.com,Germany,2023-08-24,organic,free,48,True
424,Hannah,Schröder,hannah.schröder424@email.com,Germany,2024-08-19,referral,basic,26,True
425,Elias,Smith,elias.smith425@email.com,Germany,2024-01-08,facebook_ads,basic,63,True
426,Stefan,Richter,stefan.richter426@email.com,UK,2024-03-28,email,basic,44,True
427,Luis,Becker,luis.becker427@email.com,France,2022-10-22,facebook_ads,basic,38,True
428,Elias,Klein,elias.klein428@email.com,France,2022-05-24,organic,basic,47,True
429,Michael,Taylor,michael.taylor429@email.com,Germany,2024-06-02,organic,basic,38,True
430,Sarah,Jones,sarah.jones430@email.com,UK,2023-10-09,google_ads,basic,31,True
431,Lukas,Richter,lukas.richter431@email.com,UK,2022-01-16,influencer,premium,54,True
432,Jonas,Schröder,jonas.schröder432@email.com,Netherlands,2024-04-14,facebook_ads,free,37,False
433,Sophie,Martin,sophie.martin433@email.com,Germany,2024-02-19,referral,basic,34,True
434,Daniel,Wagner,daniel.wagner434@email.com,Germany,2022-05-31,facebook_ads,basic,44,True
435,Paul,Fischer,paul.fischer435@email.com,France,2024-04-15,referral,premium,55,True
436,Simon,Taylor,simon.taylor436@email.com,USA,2022-04-05,organic,premium,18,True
437,Daniel,Taylor,daniel.taylor437@email.com,Germany,2023-09-03,email,basic,57,True
438,Elias,Brown,elias.brown438@email.com,UK,2024-06-12,google_ads,free,31,True
439,Paul,Wagner,paul.wagner439@email.com,USA,2024-12-03,email,basic,62,True
440,Julia,Wilson,julia.wilson440@email.com,UK,2024-11-16,influencer,basic,26,True
441,Simon,Bauer,simon.bauer441@email.com,Germany,2022-03-28,organic,premium,34,True
442,Stefan,Koch,stefan.koch442@email.com,Austria,2023-06-14,organic,basic,20,True
443,Marie,Weber,marie.weber443@email.com,Switzerland,2024-01-31,organic,basic,64,True
444,Jan,Brown,jan.brown444@email.com,Germany,2024-04-30,facebook_ads,basic,47,True
445,Luis,Smith,luis.smith445@email.com,Germany,2024-01-16,google_ads,basic,60,True
446,Nina,Richter,nina.richter446@email.com,Netherlands,2024-05-22,organic,premium,30,True
447,Oliver,Schröder,oliver.schröder447@email.com,France,2022-10-24,tiktok_ads,free,20,True
448,Nina,Fischer,nina.fischer448@email.com,Switzerland,2024-02-17,organic,basic,23,True
449,Thomas,Taylor,thomas.taylor449@email.com,France,2023-06-05,google_ads,free,59,False
450,Jonas,Smith,jonas.smith450@email.com,Switzerland,2023-06-06,google_ads,basic,35,True
451,Stefan,Smith,stefan.smith451@email.com,USA,2022-01-11,email,premium,61,True
452,Simon,Schulz,simon.schulz452@email.com,Germany,2024-12-05,organic,free,50,True
453,Thomas,Schröder,thomas.schröder453@email.com,France,2024-11-05,google_ads,free,28,False
454,Max,Koch,max.koch454@email.com,France,2022-07-28,facebook_ads,basic,53,True
455,Thomas,Taylor,thomas.taylor455@email.com,USA,2024-02-27,google_ads,basic,36,True
456,Thomas,Wilson,thomas.wilson456@email.com,Germany,2022-01-16,referral,basic,48,True
457,Ben,Garcia,ben.garcia457@email.com,Netherlands,2022-01-21,tiktok_ads,basic,53,True
458,Lena,Koch,lena.koch458@email.com,Netherlands,2022-10-24,google_ads,premium,59,True
459,Jan,Müller,jan.müller459@email.com,USA,2023-06-28,google_ads,free,34,True
460,Ben,Johnson,ben.johnson460@email.com,USA,2022-11-16,email,free,65,True
461,Laura,Neumann,laura.neumann461@email.com,Switzerland,2024-04-21,google_ads,free,27,True
462,Finn,Fischer,finn.fischer462@email.com,Germany,2022-01-03,facebook_ads,premium,58,True
463,Thomas,Brown,thomas.brown463@email.com,Austria,2024-04-07,google_ads,premium,46,True
464,Anna,Jones,anna.jones464@email.com,Switzerland,2024-09-30,referral,basic,44,True
465,Elias,Wagner,elias.wagner465@email.com,Austria,2024-01-06,facebook_ads,free,48,True
466,Jonas,Neumann,jonas.neumann466@email.com,Germany,2024-03-05,email,basic,56,True
467,Daniel,Schröder,daniel.schröder467@email.com,Germany,2022-07-17,google_ads,premium,53,True
468,Thomas,Neumann,thomas.neumann468@email.com,Germany,2024-11-29,email,basic,52,True
469,Leon,Hoffmann,leon.hoffmann469@email.com,UK,2023-12-30,google_ads,basic,18,True
470,Julia,Schwarz,julia.schwarz470@email.com,Netherlands,2022-10-25,google_ads,basic,49,True
471,Luis,Schmidt,luis.schmidt471@email.com,Switzerland,2022-02-20,facebook_ads,free,56,True
472,Simon,Bauer,simon.bauer472@email.com,UK,2022-12-12,referral,free,44,True
473,Sophie,Neumann,sophie.neumann473@email.com,Germany,2022-12-10,email,basic,26,True
474,Simon,Schulz,simon.schulz474@email.com,France,2023-09-09,facebook_ads,free,20,True
475,Michael,Wolf,michael.wolf475@email.com,Austria,2023-08-12,influencer,premium,41,True
476,Anna,Taylor,anna.taylor476@email.com,Switzerland,2024-07-18,google_ads,basic,25,True
477,Stefan,Bauer,stefan.bauer477@email.com,Netherlands,2022-03-11,referral,basic,37,True
478,Jonas,Wagner,jonas.wagner478@email.com,France,2023-03-10,facebook_ads,premium,24,True
479,Nina,Richter,nina.richter479@email.com,Austria,2024-10-05,google_ads,basic,51,True
480,Nina,Hoffmann,nina.hoffmann480@email.com,Germany,2022-09-09,facebook_ads,free,26,True
481,Julia,Müller,julia.müller481@email.com,Germany,2023-01-10,email,basic,61,True
482,Hannah,Weber,hannah.weber482@email.com,Netherlands,2024-11-30,organic,basic,36,True
483,Max,Schmidt,max.schmidt483@email.com,Austria,2023-08-03,google_ads,basic,48,True
484,Mia,Garcia,mia.garcia484@email.com,Germany,2023-08-28,email,premium,55,True
485,Jonas,Jones,jonas.jones485@email.com,Austria,2023-07-23,google_ads,basic,58,True
486,Lisa,Schmidt,lisa.schmidt486@email.com,Switzerland,2023-03-09,referral,premium,49,True
487,Julia,Garcia,julia.garcia487@email.com,UK,2023-12-21,google_ads,basic,20,True
488,Michael,Johnson,michael.johnson488@email.com,Switzerland,2022-09-11,organic,free,46,True
489,Luis,Schwarz,luis.schwarz489@email.com,UK,2023-06-11,tiktok_ads,basic,27,True
490,Sophie,Weber,sophie.weber490@email.com,Switzerland,2024-05-06,facebook_ads,premium,50,True
491,Lukas,Schwarz,lukas.schwarz491@email.com,France,2023-03-13,facebook_ads,basic,25,True
492,Lisa,Fischer,lisa.fischer492@email.com,Austria,2023-11-30,referral,free,53,True
493,Mia,Schröder,mia.schröder493@email.com,UK,2022-07-29,facebook_ads,free,21,False
494,Laura,Bauer,laura.bauer494@email.com,USA,2024-04-25,organic,basic,33,True
495,Mia,Schmidt,mia.schmidt495@email.com,Austria,2022-03-18,referral,free,45,True
496,Michael,Klein,michael.klein496@email.com,UK,2022-03-23,google_ads,free,21,False
497,Lena,Jones,lena.jones497@email.com,Switzerland,2024-04-25,facebook_ads,basic,36,True
498,Emma,Klein,emma.klein498@email.com,UK,2024-04-12,google_ads,basic,65,True
499,Paul,Schulz,paul.schulz499@email.com,Austria,2024-01-19,organic,basic,28,True
500,Julia,Johnson,julia.johnson500@email.com,Switzerland,2023-07-30,organic,basic,47,True
